pipeline,model,sex,n_features,n_samples,n_subjects,mean_mae,std_mae,successful_folds,n_train_samples_per_fold,best_params,mae_fold_1,mae_fold_2,mae_fold_3,mae_fold_4,mae_fold_5,mae_fold_6,mae_fold_7
fs800_vol_DKT_a2009s,histgradientboosting,M,605,1704,924,6.2196067760500044,0.5765708253559352,7,1460,N/A,6.053791073234177,6.976773087707583,5.367830988428582,5.989068250734818,5.712964059460292,6.407543765848474,7.0292762069361
fs800_vol_DKT_a2009s,histgradientboosting,F,605,3059,1468,6.314470529516108,0.5171775228407686,7,2623,N/A,5.964473074861046,5.890726026334212,6.95925365982764,5.456166869981594,6.839411526015625,6.412615445940286,6.6786471036523505
fs800_vol_DKT_a2009s,extratrees,M,605,1704,924,7.489302836072069,0.7285159224750893,7,1460,N/A,7.919275687012209,7.799983633167615,6.229837345817089,7.386874433609644,8.405044114328037,6.6510181240368516,8.033086514533029
fs800_vol_DKT_a2009s,extratrees,F,605,3059,1468,7.766831612129491,0.40544245593208617,7,2623,N/A,7.45296252945449,7.258146352889495,8.16498787214654,7.431483445166795,8.482539203471982,7.7209659535235025,7.856735928253628
fs800_vol_DKT_a2009s,svm,M,605,1704,924,12.614175052301363,1.0350899683567807,7,1460,N/A,11.997843105574873,12.440282078207291,11.48741641049821,12.318205310890844,14.05976723990822,11.703940345887196,14.291770875142902
fs800_vol_DKT_a2009s,svm,F,605,3059,1468,10.962065115520394,0.48843030744963545,7,2623,N/A,10.784926511160196,10.573953173925556,11.079215568825315,10.23568113268179,11.57516429337147,11.697243630968721,10.788271497709696
all_pipelines,baseline,M,0,1704,924,22.687689378579854,0.8922534093137828,7,1460,N/A,22.51871055173099,22.443132772601853,22.581331551289296,22.331737413071455,24.269661566435616,21.195658423860984,23.473593371068805
all_pipelines,baseline,F,0,3059,1468,18.26998241906832,0.569983534758205,7,2623,N/A,17.93195273414446,18.037867434990943,18.550255822206008,18.848646405316718,17.259913365928675,18.176603669543095,19.084637501348336
all_pipelines,elasticnet,M,1225,1704,924,15.814887495606152,0.6742890769006593,7,1460,N/A,15.383397110984193,16.069964018609234,15.067152589744845,15.925728082398354,16.687633206110554,14.891701406258711,16.67863605513719
all_pipelines,elasticnet,F,1225,3059,1468,14.289184339631648,0.6167257593286564,7,2623,N/A,14.248842136927252,13.54433900103801,15.17012132769543,13.577121824363042,14.199453782597844,15.174018707609624,14.110393597190333
all_pipelines,kneighbors,M,1225,1704,924,13.046152693087256,1.5214609737645695,7,1460,N/A,11.659310685092192,13.376089764651379,11.250887551214845,12.944532528455758,14.871127256467313,11.743642340653516,15.477478725075796
all_pipelines,kneighbors,F,1225,3059,1468,13.223282749337246,1.0102118468837948,7,2623,N/A,14.113502448366882,12.049289854763392,13.88547288065046,11.329403513656619,13.790913170969382,13.99407756982907,13.400319807124916
all_pipelines,histgradientboosting,M,1225,1704,924,6.266209613211777,0.48073098791918634,7,1460,N/A,6.371090406832262,6.764964881654987,5.726778201928334,6.0554093471144474,5.624861861242741,6.272378597726011,7.047983995983656
all_pipelines,histgradientboosting,F,1225,3059,1468,6.283057861027258,0.5455213703173262,7,2623,N/A,6.040494440828538,5.9824964644233,6.6741912873133735,5.298197384147456,7.1463147582320605,6.300679631616509,6.539031060629561
